Chip Run Info,D:\PCR DATA\Goran\01072014 HSC ss5 MS\ChipRun.bml,1361898495,96.96 (136x),GE 96x96 Standard v2,ROX,FAM-MGB,7/1/2014 5:04:21 PM,01:31:10,BIOMARKHD151
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.6
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,User
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Defined
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Fold Change,Quality,Call,Comments
S42-A73,SS42,Unknown,1, ,CCND1,Test,ref,999,0,Fail,0.0081677341556075,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A84,SS42,Unknown,1, ,THY1,Test,ref,999,0,Fail,0.0065164486298048,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A83,SS42,Unknown,1, ,Notch1,Test,ref,999,0,Fail,0.00529467926150921,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A82,SS42,Unknown,1, ,ITGB7,Test,ref,999,0,Fail,0.0092058463308281,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A81,SS42,Unknown,1, ,HOXA5,Test,ref,19.5367812008692,0.93767927506207,Pass,0.00604053731352747,999,0,Fail,7.45037468838157,0.917821345237887,Pass,999,-1,0,Fail,
S42-A80,SS42,Unknown,1, ,FLT3,Test,ref,16.2653095113921,0.876559993549657,Pass,0.0100339840136811,999,0,Fail,4.17890299890447,0.876559993549657,Pass,999,-1,0,Fail,
S42-A79,SS42,Unknown,1, ,CEACAM6,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A90,SS42,Unknown,1, ,Cdkn1c,Test,ref,999,0,Fail,0.00488845349121929,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A89,SS42,Unknown,1, ,CD86,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A88,SS42,Unknown,1, ,CD49f,Test,ref,14.6369240816441,1,Pass,0.0159430412820121,999,0,Fail,2.55051756915652,0.917821345237887,Pass,999,-1,0,Fail,
S42-A87,SS42,Unknown,1, ,CD33,Test,ref,999,0,Fail,0.0120626810533097,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A86,SS42,Unknown,1, ,CD151,Test,ref,15.6990213323139,0.989227223855375,Pass,0.0145099881811032,999,0,Fail,3.61261481982625,0.917821345237887,Pass,999,-1,0,Fail,
S42-A85,SS42,Unknown,1, ,CCNE1,Test,ref,999,0,Fail,0.0102196121843372,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A96,SS42,Unknown,1, ,VWF,Test,ref,999,0,Fail,0.00382006558225211,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A95,SS42,Unknown,1, ,Pu1,Test,ref,13.7151169834956,0.999298917493342,Pass,0.00638928502851184,999,0,Fail,1.62871047100803,0.917821345237887,Pass,999,-1,0,Fail,
S42-A94,SS42,Unknown,1, ,KIT,Test,ref,13.9209161957152,0.994321209942206,Pass,0.00699479270713429,999,0,Fail,1.83450968322762,0.917821345237887,Pass,999,-1,0,Fail,
S42-A93,SS42,Unknown,1, ,HOXB4,Test,ref,999,0,Fail,0.00524913885620777,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A92,SS42,Unknown,1, ,ref,Reference,,13.0813123084154,0.835642690475773,Pass,0.00547711740858932,999,0,Fail,0.994905795927776,0.835642690475773,Pass,999,-1,0,Fail,
S42-A91,SS42,Unknown,1, ,CEBPalfa,Test,ref,24.8267303186927,0.977867511583686,Pass,0.00479386673841566,999,0,Fail,12.740323806205,0.917821345237887,Pass,999,-1,0,Fail,
S59-A01,SS59,Unknown,1, ,ACE,Test,ref,16.5666093422958,0.932466921624556,Pass,0.00417469413939947,999,0,Fail,4.29681489358565,0.932466921624556,Pass,999,-1,0,Fail,
S59-A02,SS59,Unknown,1, ,Ccnf,Test,ref,999,0,Fail,0.00762680449631716,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A03,SS59,Unknown,1, ,Cd162,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A04,SS59,Unknown,1, ,CD34,Test,ref,16.6039903012495,0.894265724398637,Pass,0.0110004302618243,999,0,Fail,4.3341958525394,0.894265724398637,Pass,999,-1,0,Fail,
S59-A05,SS59,Unknown,1, ,CD53,Test,ref,17.225599315963,0.764820159779368,Pass,0.00961195006642353,999,0,Fail,4.95580486725288,0.764820159779368,Pass,999,-1,0,Fail,
S59-A06,SS59,Unknown,1, ,CD9,Test,ref,999,0,Fail,0.0131871627125278,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A07,SS59,Unknown,1, ,CDKN2A,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A08,SS59,Unknown,1, ,CSF3R,Test,ref,15.3567176488866,0.949357113406131,Pass,0.00739483819285099,999,0,Fail,3.08692320017651,0.949357113406131,Pass,999,-1,0,Fail,
S59-A09,SS59,Unknown,1, ,GATA1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A10,SS59,Unknown,1, ,HPRT,Test,ref,999,0,Fail,0.00798256174323489,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A11,SS59,Unknown,1, ,Lin28B,Test,ref,999,0,Fail,0.00623241913871582,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A12,SS59,Unknown,1, ,RAG2,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A13,SS59,Unknown,1, ,AHR,Test,ref,19.6170465121769,0.899800633268212,Pass,0.0106856699938162,999,0,Fail,7.34725206346681,0.899800633268212,Pass,999,-1,0,Fail,
S59-A14,SS59,Unknown,1, ,CCNG1,Test,ref,16.9014658212178,0.427441270275035,Fail,0.00646031329530732,999,0,Fail,4.63167137250762,0.427441270275035,Fail,999,-1,0,Fail,
S59-A15,SS59,Unknown,1, ,CD165,Test,ref,999,0,Fail,0.00740489284862091,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A16,SS59,Unknown,1, ,CD35,Test,ref,999,0,Fail,0.00586561205902168,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A17,SS59,Unknown,1, ,CD54,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A18,SS59,Unknown,1, ,CD93,Test,ref,999,0,Fail,0.00678282059893852,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A19,SS59,Unknown,1, ,CDKN2B,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A20,SS59,Unknown,1, ,EBF1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A21,SS59,Unknown,1, ,GATA2,Test,ref,16.5433711207795,0.889659145960168,Pass,0.00532992442214292,999,0,Fail,4.27357667206938,0.889659145960168,Pass,999,-1,0,Fail,
S59-A22,SS59,Unknown,1, ,ID2,Test,ref,14.3543018090222,0.838365360982033,Pass,0.0122855592702119,999,0,Fail,2.08450736031207,0.838365360982033,Pass,999,-1,0,Fail,
S59-A23,SS59,Unknown,1, ,LMO2,Test,ref,13.6136427581508,0.951988927014877,Pass,0.00758847865136622,999,0,Fail,1.34384830944063,0.951988927014877,Pass,999,-1,0,Fail,
S59-A24,SS59,Unknown,1, ,ref,Reference,,11.8124534654389,1,Pass,0.00547711740858932,999,0,Fail,-0.457340983271198,0.963476466141393,Pass,999,-1,0,Fail,
S59-A25,SS59,Unknown,1, ,BMI1,Test,ref,14.9428711969872,0.999986987997718,Pass,0.0128993322677345,999,0,Fail,2.67307674827709,0.963476466141393,Pass,999,-1,0,Fail,
S59-A26,SS59,Unknown,1, ,CCR,Test,ref,999,0,Fail,0.00818805193545112,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A27,SS59,Unknown,1, ,CD18,Test,ref,999,0,Fail,0.00925003762727756,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A28,SS59,Unknown,1, ,CD36,Test,ref,999,0,Fail,0.0142798031525467,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A29,SS59,Unknown,1, ,CD55,Test,ref,18.1078206103254,0.681345100668533,Pass,0.00668291726756213,999,0,Fail,5.83802616161528,0.681345100668533,Pass,999,-1,0,Fail,
S59-A30,SS59,Unknown,1, ,CD97,Test,ref,999,0,Fail,0.00847193364645452,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A31,SS59,Unknown,1, ,CDKN2C,Test,ref,999,0,Fail,0.00740745955247231,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A32,SS59,Unknown,1, ,ENG,Test,ref,999,0,Fail,0.00900706227692326,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A33,SS59,Unknown,1, ,GFI1,Test,ref,16.1661434695649,0.927419271561867,Pass,0.00459278880011109,999,0,Fail,3.89634902085477,0.927419271561867,Pass,999,-1,0,Fail,
S59-A34,SS59,Unknown,1, ,IGF2BPI,Test,ref,15.6030115895347,0.983327094981699,Pass,0.00917964402223912,999,0,Fail,3.33321714082457,0.963476466141393,Pass,999,-1,0,Fail,
S59-A35,SS59,Unknown,1, ,LYL1,Test,ref,999,0,Fail,0.00543433262818719,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A36,SS59,Unknown,1, ,RUNX1,Test,ref,15.6428025338473,0.949157220263517,Pass,0.00906314899108036,999,0,Fail,3.37300808513715,0.949157220263517,Pass,999,-1,0,Fail,
S59-A37,SS59,Unknown,1, ,CCNA1,Test,ref,999,0,Fail,0.0233889804490084,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A38,SS59,Unknown,1, ,CD100,Test,ref,999,0,Fail,0.00775506250391744,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A39,SS59,Unknown,1, ,CD84,Test,ref,17.3932125294475,0.839328309121178,Pass,0.0195040049282306,999,0,Fail,5.12341808073738,0.839328309121178,Pass,999,-1,0,Fail,
S59-A40,SS59,Unknown,1, ,CD38,Test,ref,999,0,Fail,0.015635308545831,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A41,SS59,Unknown,1, ,CD56,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A42,SS59,Unknown,1, ,CD98,Test,ref,17.899544798795,0.98071551871427,Pass,0.00959679854555403,999,0,Fail,5.62975035008485,0.963476466141393,Pass,999,-1,0,Fail,
S59-A43,SS59,Unknown,1, ,CEACAM1,Test,ref,999,0,Fail,0.00517922557972216,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A44,SS59,Unknown,1, ,EPOR,Test,ref,999,0,Fail,0.00714922939070527,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A45,SS59,Unknown,1, ,Hes1,Test,ref,999,0,Fail,0.00476066601553474,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A46,SS59,Unknown,1, ,IK7F,Test,ref,14.5337144705034,0.892017488341301,Pass,0.00709356824211718,999,0,Fail,2.26392002179324,0.892017488341301,Pass,999,-1,0,Fail,
S59-A47,SS59,Unknown,1, ,mKi67,Test,ref,999,0,Fail,0.00665043797732045,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A48,SS59,Unknown,1, ,SELL,Test,ref,15.7033588241386,0.947107636548728,Pass,0.00840508919325634,999,0,Fail,3.43356437542843,0.947107636548728,Pass,999,-1,0,Fail,
S59-A54,SS59,Unknown,1, ,CD99,Test,ref,14.2216471181149,0.967198710364236,Pass,0.00879726160737329,999,0,Fail,1.9518526694048,0.963476466141393,Pass,999,-1,0,Fail,
S59-A53,SS59,Unknown,1, ,CD61,Test,ref,999,0,Fail,0.0106381859274878,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A52,SS59,Unknown,1, ,CD4,Test,ref,15.6063851746822,1,Pass,0.00718298207592986,999,0,Fail,3.33659072597208,0.963476466141393,Pass,999,-1,0,Fail,
S59-A51,SS59,Unknown,1, ,CD22,Test,ref,999,0,Fail,0.00877939272834603,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A50,SS59,Unknown,1, ,CD11a,Test,ref,999,0,Fail,0.00812914085089729,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A49,SS59,Unknown,1, ,CCNB1,Test,ref,18.8649778477543,1,Pass,0.0138130606667782,999,0,Fail,6.59518339904413,0.963476466141393,Pass,999,-1,0,Fail,
S59-A60,SS59,Unknown,1, ,SELP,Test,ref,16.6365001571714,0.841277357931144,Pass,0.00733681638298117,999,0,Fail,4.36670570846131,0.841277357931144,Pass,999,-1,0,Fail,
S59-A59,SS59,Unknown,1, ,MPL,Test,ref,999,0,Fail,0.00889315713841857,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A58,SS59,Unknown,1, ,IL2RG,Test,ref,999,0,Fail,0.0102484366681444,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A57,SS59,Unknown,1, ,HEY2,Test,ref,20.43351044565,0.671842260897031,Pass,0.00937299001922149,999,0,Fail,8.16371599693985,0.671842260897031,Pass,999,-1,0,Fail,
S59-A56,SS59,Unknown,1, ,ERG,Test,ref,14.0190427833288,0.791261608355668,Fail,0.00736185684040496,999,0,Fail,1.74924833461862,0.791261608355668,Fail,999,-1,0,Fail,
S59-A55,SS59,Unknown,1, ,CEACAM3,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A66,SS59,Unknown,1, ,CDKN1A,Test,ref,20.0613994442602,0.800358393328565,Pass,0.0038182707736666,999,0,Fail,7.79160499555008,0.800358393328565,Pass,999,-1,0,Fail,
S59-A65,SS59,Unknown,1, ,CD63,Test,ref,13.3642852162935,0.794741731406878,Pass,0.0103470318132771,999,0,Fail,1.09449076758334,0.794741731406878,Pass,999,-1,0,Fail,
S59-A64,SS59,Unknown,1, ,CD48,Test,ref,15.0082858347946,0.869487270377922,Pass,0.011165875493998,999,0,Fail,2.73849138608448,0.869487270377922,Pass,999,-1,0,Fail,
S59-A63,SS59,Unknown,1, ,CD243,Test,ref,15.1053020091732,0.846454628873724,Pass,0.0143776782048589,999,0,Fail,2.83550756046307,0.846454628873724,Pass,999,-1,0,Fail,
S59-A62,SS59,Unknown,1, ,CD13,Test,ref,999,0,Fail,0.0106337688185634,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A61,SS59,Unknown,1, ,CCNC,Test,ref,17.7804967272024,0.921288285920682,Pass,0.0131207306365164,999,0,Fail,5.51070227849231,0.921288285920682,Pass,999,-1,0,Fail,
S59-A72,SS59,Unknown,1, ,TAL1,Test,ref,999,0,Fail,0.0105145637107563,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A71,SS59,Unknown,1, ,MPO,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A70,SS59,Unknown,1, ,IL7R,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A69,SS59,Unknown,1, ,HMGA2,Test,ref,999,0,Fail,0.011342936222251,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A68,SS59,Unknown,1, ,FLI1,Test,ref,14.6272892479787,0.851188995488809,Pass,0.00577758540573219,999,0,Fail,2.35749479926852,0.851188995488809,Pass,999,-1,0,Fail,
S59-A67,SS59,Unknown,1, ,CEACAM5,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A78,SS59,Unknown,1, ,CDKN1B,Test,ref,17.4347969003075,0.876474808205771,Pass,0.00779516202939579,999,0,Fail,5.16500245159732,0.876474808205771,Pass,999,-1,0,Fail,
S59-A77,SS59,Unknown,1, ,CD71,Test,ref,16.2581010481129,0.902262123031257,Pass,0.014061906373137,999,0,Fail,3.98830659940279,0.902262123031257,Pass,999,-1,0,Fail,
S59-A76,SS59,Unknown,1, ,CD49e,Test,ref,999,0,Fail,0.011205159218408,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A75,SS59,Unknown,1, ,CD244,Test,ref,999,0,Fail,0.0133227052026465,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A74,SS59,Unknown,1, ,CD15,Test,ref,999,0,Fail,0.0103571401368519,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A73,SS59,Unknown,1, ,CCND1,Test,ref,999,0,Fail,0.0081677341556075,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A84,SS59,Unknown,1, ,THY1,Test,ref,24.9104091874037,0.920767360358275,Pass,0.0065164486298048,999,0,Fail,12.6406147386935,0.920767360358275,Pass,999,-1,0,Fail,
S59-A83,SS59,Unknown,1, ,Notch1,Test,ref,999,0,Fail,0.00529467926150921,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A82,SS59,Unknown,1, ,ITGB7,Test,ref,999,0,Fail,0.0092058463308281,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A81,SS59,Unknown,1, ,HOXA5,Test,ref,999,0,Fail,0.00604053731352747,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A80,SS59,Unknown,1, ,FLT3,Test,ref,999,0,Fail,0.0100339840136811,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A79,SS59,Unknown,1, ,CEACAM6,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A90,SS59,Unknown,1, ,Cdkn1c,Test,ref,999,0,Fail,0.00488845349121929,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A89,SS59,Unknown,1, ,CD86,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A88,SS59,Unknown,1, ,CD49f,Test,ref,17.8965317744512,1,Pass,0.0159430412820121,999,0,Fail,5.62673732574106,0.963476466141393,Pass,999,-1,0,Fail,
S59-A87,SS59,Unknown,1, ,CD33,Test,ref,999,0,Fail,0.0120626810533097,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A86,SS59,Unknown,1, ,CD151,Test,ref,14.7899049889826,1,Pass,0.0145099881811032,999,0,Fail,2.52011054027246,0.963476466141393,Pass,999,-1,0,Fail,
S59-A85,SS59,Unknown,1, ,CCNE1,Test,ref,999,0,Fail,0.0102196121843372,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A96,SS59,Unknown,1, ,VWF,Test,ref,999,0,Fail,0.00382006558225211,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A95,SS59,Unknown,1, ,Pu1,Test,ref,999,0,Fail,0.00638928502851184,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S59-A94,SS59,Unknown,1, ,KIT,Test,ref,15.6111645286646,0.921633176937438,Pass,0.00699479270713429,999,0,Fail,3.34137007995451,0.921633176937438,Pass,999,-1,0,Fail,
S59-A93,SS59,Unknown,1, ,HOXB4,Test,ref,15.4727395420018,0.828306708896347,Pass,0.00524913885620777,999,0,Fail,3.20294509329171,0.828306708896347,Pass,999,-1,0,Fail,
S59-A92,SS59,Unknown,1, ,ref,Reference,,12.7271354319813,0.926952932282787,Pass,0.00547711740858932,999,0,Fail,0.4573409832712,0.926952932282787,Pass,999,-1,0,Fail,
S59-A91,SS59,Unknown,1, ,CEBPalfa,Test,ref,999,0,Fail,0.00479386673841566,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A01,SS41,Unknown,1, ,ACE,Test,ref,16.0779916372865,0.884656036680818,Pass,0.00417469413939947,999,0,Fail,3.70460276550421,0.884656036680818,Pass,999,-1,0,Fail,
S41-A02,SS41,Unknown,1, ,Ccnf,Test,ref,17.7607233665614,0.997242983725667,Pass,0.00762680449631716,999,0,Fail,5.38733449477909,0.91162409534674,Pass,999,-1,0,Fail,
S41-A03,SS41,Unknown,1, ,Cd162,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A04,SS41,Unknown,1, ,CD34,Test,ref,15.0853444375352,0.742338278994065,Pass,0.0110004302618243,999,0,Fail,2.71195556575292,0.742338278994065,Pass,999,-1,0,Fail,
S41-A05,SS41,Unknown,1, ,CD53,Test,ref,15.1967148327304,0.780333360998199,Pass,0.00961195006642353,999,0,Fail,2.82332596094804,0.780333360998199,Pass,999,-1,0,Fail,
S41-A06,SS41,Unknown,1, ,CD9,Test,ref,999,0,Fail,0.0131871627125278,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A07,SS41,Unknown,1, ,CDKN2A,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A08,SS41,Unknown,1, ,CSF3R,Test,ref,14.1315259733291,0.902094153838004,Pass,0.00739483819285099,999,0,Fail,1.75813710154675,0.902094153838004,Pass,999,-1,0,Fail,
S41-A09,SS41,Unknown,1, ,GATA1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A10,SS41,Unknown,1, ,HPRT,Test,ref,999,0,Fail,0.00798256174323489,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A11,SS41,Unknown,1, ,Lin28B,Test,ref,999,0,Fail,0.00623241913871582,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A12,SS41,Unknown,1, ,RAG2,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A13,SS41,Unknown,1, ,AHR,Test,ref,17.073597068934,0.863202847168615,Pass,0.0106856699938162,999,0,Fail,4.70020819715171,0.863202847168615,Pass,999,-1,0,Fail,
S41-A14,SS41,Unknown,1, ,CCNG1,Test,ref,14.6458139195916,0.91930445429063,Pass,0.00646031329530732,999,0,Fail,2.27242504780926,0.91162409534674,Pass,999,-1,0,Fail,
S41-A15,SS41,Unknown,1, ,CD165,Test,ref,999,0,Fail,0.00740489284862091,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A16,SS41,Unknown,1, ,CD35,Test,ref,15.2501452269318,0.921936470488903,Pass,0.00586561205902168,999,0,Fail,2.87675635514948,0.91162409534674,Pass,999,-1,0,Fail,
S41-A17,SS41,Unknown,1, ,CD54,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A18,SS41,Unknown,1, ,CD93,Test,ref,999,0,Fail,0.00678282059893852,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A19,SS41,Unknown,1, ,CDKN2B,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A20,SS41,Unknown,1, ,EBF1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A21,SS41,Unknown,1, ,GATA2,Test,ref,16.0441663758803,0.815877431415715,Pass,0.00532992442214292,999,0,Fail,3.67077750409799,0.815877431415715,Pass,999,-1,0,Fail,
S41-A22,SS41,Unknown,1, ,ID2,Test,ref,14.5697299964068,0.903733361655114,Pass,0.0122855592702119,999,0,Fail,2.19634112462448,0.903733361655114,Pass,999,-1,0,Fail,
S41-A23,SS41,Unknown,1, ,LMO2,Test,ref,15.9248641655117,0.980864652396307,Pass,0.00758847865136622,999,0,Fail,3.55147529372943,0.91162409534674,Pass,999,-1,0,Fail,
S41-A24,SS41,Unknown,1, ,ref,Reference,,11.6489245827299,1,Pass,0.00547711740858932,999,0,Fail,-0.724464289052415,0.91162409534674,Pass,999,-1,0,Fail,
S41-A25,SS41,Unknown,1, ,BMI1,Test,ref,13.8666974169969,0.883430802910508,Pass,0.0128993322677345,999,0,Fail,1.4933085452146,0.883430802910508,Pass,999,-1,0,Fail,
S41-A26,SS41,Unknown,1, ,CCR,Test,ref,999,0,Fail,0.00818805193545112,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A27,SS41,Unknown,1, ,CD18,Test,ref,999,0,Fail,0.00925003762727756,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A28,SS41,Unknown,1, ,CD36,Test,ref,999,0,Fail,0.0142798031525467,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A29,SS41,Unknown,1, ,CD55,Test,ref,15.6962076927182,0.93154553383511,Pass,0.00668291726756213,999,0,Fail,3.3228188209359,0.91162409534674,Pass,999,-1,0,Fail,
S41-A30,SS41,Unknown,1, ,CD97,Test,ref,999,0,Fail,0.00847193364645452,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A31,SS41,Unknown,1, ,CDKN2C,Test,ref,999,0,Fail,0.00740745955247231,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A32,SS41,Unknown,1, ,ENG,Test,ref,15.9352970435095,0.99027326105276,Pass,0.00900706227692326,999,0,Fail,3.56190817172717,0.91162409534674,Pass,999,-1,0,Fail,
S41-A33,SS41,Unknown,1, ,GFI1,Test,ref,16.5192996992621,0.997863901717412,Pass,0.00459278880011109,999,0,Fail,4.1459108274798,0.91162409534674,Pass,999,-1,0,Fail,
S41-A34,SS41,Unknown,1, ,IGF2BPI,Test,ref,17.5677055458372,1,Pass,0.00917964402223912,999,0,Fail,5.19431667405486,0.91162409534674,Pass,999,-1,0,Fail,
S41-A35,SS41,Unknown,1, ,LYL1,Test,ref,16.087755200041,0.738599775859975,Pass,0.00543433262818719,999,0,Fail,3.71436632825866,0.738599775859975,Pass,999,-1,0,Fail,
S41-A36,SS41,Unknown,1, ,RUNX1,Test,ref,15.7329536104764,0.943690049847993,Pass,0.00906314899108036,999,0,Fail,3.35956473869413,0.91162409534674,Pass,999,-1,0,Fail,
S41-A37,SS41,Unknown,1, ,CCNA1,Test,ref,999,0,Fail,0.0233889804490084,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A38,SS41,Unknown,1, ,CD100,Test,ref,999,0,Fail,0.00775506250391744,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A39,SS41,Unknown,1, ,CD84,Test,ref,15.9217467692231,0.958552852587499,Pass,0.0195040049282306,999,0,Fail,3.54835789744077,0.91162409534674,Pass,999,-1,0,Fail,
S41-A40,SS41,Unknown,1, ,CD38,Test,ref,999,0,Fail,0.015635308545831,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A41,SS41,Unknown,1, ,CD56,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A42,SS41,Unknown,1, ,CD98,Test,ref,17.6057083600411,0.950950368662652,Pass,0.00959679854555403,999,0,Fail,5.23231948825883,0.91162409534674,Pass,999,-1,0,Fail,
S41-A43,SS41,Unknown,1, ,CEACAM1,Test,ref,999,0,Fail,0.00517922557972216,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S41-A44,SS41,Unknown,1, ,EPOR,Test,ref,999,0,Fail,0.00714922939070527,999,0,Fail,999,0,Fail,999,-1,0,Fail,
