Chip Run Info,D:\PCR DATA\Goran\01072014 HSC ss5 MS\ChipRun.bml,1361898495,96.96 (136x),GE 96x96 Standard v2,ROX,FAM-MGB,7/1/2014 5:04:21 PM,01:31:10,BIOMARKHD151
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.6
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,User
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Defined
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Fold Change,Quality,Call,Comments
S60-A03,noRT,Reference,1,,Cd162,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A04,noRT,Reference,1,,CD34,Test,ref,999,0,Fail,0.0110004302618243,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A05,noRT,Reference,1,,CD53,Test,ref,999,0,Fail,0.00961195006642353,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A06,noRT,Reference,1,,CD9,Test,ref,999,0,Fail,0.0131871627125278,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A07,noRT,Reference,1,,CDKN2A,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A08,noRT,Reference,1,,CSF3R,Test,ref,999,0,Fail,0.00739483819285099,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A09,noRT,Reference,1,,GATA1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A10,noRT,Reference,1,,HPRT,Test,ref,999,0,Fail,0.00798256174323489,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A11,noRT,Reference,1,,Lin28B,Test,ref,999,0,Fail,0.00623241913871582,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A12,noRT,Reference,1,,RAG2,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A13,noRT,Reference,1,,AHR,Test,ref,999,0,Fail,0.0106856699938162,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A14,noRT,Reference,1,,CCNG1,Test,ref,999,0,Fail,0.00646031329530732,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A15,noRT,Reference,1,,CD165,Test,ref,999,0,Fail,0.00740489284862091,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A16,noRT,Reference,1,,CD35,Test,ref,999,0,Fail,0.00586561205902168,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A17,noRT,Reference,1,,CD54,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A18,noRT,Reference,1,,CD93,Test,ref,999,0,Fail,0.00678282059893852,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A19,noRT,Reference,1,,CDKN2B,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A20,noRT,Reference,1,,EBF1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A21,noRT,Reference,1,,GATA2,Test,ref,999,0,Fail,0.00532992442214292,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A22,noRT,Reference,1,,ID2,Test,ref,999,0,Fail,0.0122855592702119,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A23,noRT,Reference,1,,LMO2,Test,ref,999,0,Fail,0.00758847865136622,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A24,noRT,Reference,1,,ref,Reference,,999,0,Fail,0.00547711740858932,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A25,noRT,Reference,1,,BMI1,Test,ref,999,0,Fail,0.0128993322677345,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A26,noRT,Reference,1,,CCR,Test,ref,999,0,Fail,0.00818805193545112,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A27,noRT,Reference,1,,CD18,Test,ref,999,0,Fail,0.00925003762727756,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A28,noRT,Reference,1,,CD36,Test,ref,999,0,Fail,0.0142798031525467,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A29,noRT,Reference,1,,CD55,Test,ref,999,0,Fail,0.00668291726756213,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A30,noRT,Reference,1,,CD97,Test,ref,999,0,Fail,0.00847193364645452,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A31,noRT,Reference,1,,CDKN2C,Test,ref,999,0,Fail,0.00740745955247231,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A32,noRT,Reference,1,,ENG,Test,ref,999,0,Fail,0.00900706227692326,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A33,noRT,Reference,1,,GFI1,Test,ref,999,0,Fail,0.00459278880011109,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A34,noRT,Reference,1,,IGF2BPI,Test,ref,999,0,Fail,0.00917964402223912,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A35,noRT,Reference,1,,LYL1,Test,ref,999,0,Fail,0.00543433262818719,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A36,noRT,Reference,1,,RUNX1,Test,ref,999,0,Fail,0.00906314899108036,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A37,noRT,Reference,1,,CCNA1,Test,ref,999,0,Fail,0.0233889804490084,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A38,noRT,Reference,1,,CD100,Test,ref,999,0,Fail,0.00775506250391744,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A39,noRT,Reference,1,,CD84,Test,ref,999,0,Fail,0.0195040049282306,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A40,noRT,Reference,1,,CD38,Test,ref,999,0,Fail,0.015635308545831,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A41,noRT,Reference,1,,CD56,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A42,noRT,Reference,1,,CD98,Test,ref,999,0,Fail,0.00959679854555403,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A43,noRT,Reference,1,,CEACAM1,Test,ref,999,0,Fail,0.00517922557972216,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A44,noRT,Reference,1,,EPOR,Test,ref,999,0,Fail,0.00714922939070527,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A45,noRT,Reference,1,,Hes1,Test,ref,999,0,Fail,0.00476066601553474,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A46,noRT,Reference,1,,IK7F,Test,ref,999,0,Fail,0.00709356824211718,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A47,noRT,Reference,1,,mKi67,Test,ref,999,0,Fail,0.00665043797732045,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A48,noRT,Reference,1,,SELL,Test,ref,999,0,Fail,0.00840508919325634,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A54,noRT,Reference,1,,CD99,Test,ref,999,0,Fail,0.00879726160737329,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A53,noRT,Reference,1,,CD61,Test,ref,999,0,Fail,0.0106381859274878,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A52,noRT,Reference,1,,CD4,Test,ref,999,0,Fail,0.00718298207592986,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A51,noRT,Reference,1,,CD22,Test,ref,999,0,Fail,0.00877939272834603,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A50,noRT,Reference,1,,CD11a,Test,ref,999,0,Fail,0.00812914085089729,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A49,noRT,Reference,1,,CCNB1,Test,ref,999,0,Fail,0.0138130606667782,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A60,noRT,Reference,1,,SELP,Test,ref,999,0,Fail,0.00733681638298117,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A59,noRT,Reference,1,,MPL,Test,ref,999,0,Fail,0.00889315713841857,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A58,noRT,Reference,1,,IL2RG,Test,ref,999,0,Fail,0.0102484366681444,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A57,noRT,Reference,1,,HEY2,Test,ref,999,0,Fail,0.00937299001922149,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A56,noRT,Reference,1,,ERG,Test,ref,999,0,Fail,0.00736185684040496,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A55,noRT,Reference,1,,CEACAM3,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A66,noRT,Reference,1,,CDKN1A,Test,ref,999,0,Fail,0.0038182707736666,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A65,noRT,Reference,1,,CD63,Test,ref,999,0,Fail,0.0103470318132771,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A64,noRT,Reference,1,,CD48,Test,ref,999,0,Fail,0.011165875493998,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A63,noRT,Reference,1,,CD243,Test,ref,999,0,Fail,0.0143776782048589,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A62,noRT,Reference,1,,CD13,Test,ref,999,0,Fail,0.0106337688185634,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A61,noRT,Reference,1,,CCNC,Test,ref,999,0,Fail,0.0131207306365164,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A72,noRT,Reference,1,,TAL1,Test,ref,999,0,Fail,0.0105145637107563,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A71,noRT,Reference,1,,MPO,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A70,noRT,Reference,1,,IL7R,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A69,noRT,Reference,1,,HMGA2,Test,ref,999,0,Fail,0.011342936222251,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A68,noRT,Reference,1,,FLI1,Test,ref,999,0,Fail,0.00577758540573219,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A67,noRT,Reference,1,,CEACAM5,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A78,noRT,Reference,1,,CDKN1B,Test,ref,999,0,Fail,0.00779516202939579,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A77,noRT,Reference,1,,CD71,Test,ref,999,0,Fail,0.014061906373137,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A76,noRT,Reference,1,,CD49e,Test,ref,999,0,Fail,0.011205159218408,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A75,noRT,Reference,1,,CD244,Test,ref,999,0,Fail,0.0133227052026465,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A74,noRT,Reference,1,,CD15,Test,ref,18.3477280962915,0.965648453646871,Pass,0.0103571401368519,0,0.965648453646871,Pass,0.776274989877344,0.965648453646871,Pass,0,1,0.965648453646871,Pass,
S60-A73,noRT,Reference,1,,CCND1,Test,ref,999,0,Fail,0.0081677341556075,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A84,noRT,Reference,1,,THY1,Test,ref,999,0,Fail,0.0065164486298048,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A83,noRT,Reference,1,,Notch1,Test,ref,999,0,Fail,0.00529467926150921,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A82,noRT,Reference,1,,ITGB7,Test,ref,999,0,Fail,0.0092058463308281,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A81,noRT,Reference,1,,HOXA5,Test,ref,999,0,Fail,0.00604053731352747,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A80,noRT,Reference,1,,FLT3,Test,ref,999,0,Fail,0.0100339840136811,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A79,noRT,Reference,1,,CEACAM6,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A90,noRT,Reference,1,,Cdkn1c,Test,ref,999,0,Fail,0.00488845349121929,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A89,noRT,Reference,1,,CD86,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A88,noRT,Reference,1,,CD49f,Test,ref,999,0,Fail,0.0159430412820121,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A87,noRT,Reference,1,,CD33,Test,ref,999,0,Fail,0.0120626810533097,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A86,noRT,Reference,1,,CD151,Test,ref,999,0,Fail,0.0145099881811032,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A85,noRT,Reference,1,,CCNE1,Test,ref,999,0,Fail,0.0102196121843372,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A96,noRT,Reference,1,,VWF,Test,ref,999,0,Fail,0.00382006558225211,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A95,noRT,Reference,1,,Pu1,Test,ref,999,0,Fail,0.00638928502851184,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A94,noRT,Reference,1,,KIT,Test,ref,999,0,Fail,0.00699479270713429,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A93,noRT,Reference,1,,HOXB4,Test,ref,999,0,Fail,0.00524913885620777,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A92,noRT,Reference,1,,ref,Reference,,999,0,Fail,0.00547711740858932,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S60-A91,noRT,Reference,1,,CEBPalfa,Test,ref,999,0,Fail,0.00479386673841566,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A01,SS42,Unknown,1, ,ACE,Test,ref,999,0,Fail,0.00417469413939947,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A02,SS42,Unknown,1, ,Ccnf,Test,ref,999,0,Fail,0.00762680449631716,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A03,SS42,Unknown,1, ,Cd162,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A04,SS42,Unknown,1, ,CD34,Test,ref,14.7588864440238,0.940703899809827,Pass,0.0110004302618243,999,0,Fail,2.67247993153624,0.917821345237887,Pass,999,-1,0,Fail,
S42-A05,SS42,Unknown,1, ,CD53,Test,ref,14.9565139497252,0.952858870249342,Pass,0.00961195006642353,999,0,Fail,2.87010743723754,0.917821345237887,Pass,999,-1,0,Fail,
S42-A06,SS42,Unknown,1, ,CD9,Test,ref,999,0,Fail,0.0131871627125278,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A07,SS42,Unknown,1, ,CDKN2A,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A08,SS42,Unknown,1, ,CSF3R,Test,ref,15.1381374441861,0.856741636017555,Pass,0.00739483819285099,999,0,Fail,3.05173093169849,0.856741636017555,Pass,999,-1,0,Fail,
S42-A09,SS42,Unknown,1, ,GATA1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A10,SS42,Unknown,1, ,HPRT,Test,ref,999,0,Fail,0.00798256174323489,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A11,SS42,Unknown,1, ,Lin28B,Test,ref,17.7336124098956,0.973632732788406,Pass,0.00623241913871582,999,0,Fail,5.64720589740798,0.917821345237887,Pass,999,-1,0,Fail,
S42-A12,SS42,Unknown,1, ,RAG2,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A13,SS42,Unknown,1, ,AHR,Test,ref,15.8106853880289,0.994376439794396,Pass,0.0106856699938162,999,0,Fail,3.72427887554133,0.917821345237887,Pass,999,-1,0,Fail,
S42-A14,SS42,Unknown,1, ,CCNG1,Test,ref,14.7401479256226,0.91851846586631,Pass,0.00646031329530732,999,0,Fail,2.65374141313503,0.917821345237887,Pass,999,-1,0,Fail,
S42-A15,SS42,Unknown,1, ,CD165,Test,ref,999,0,Fail,0.00740489284862091,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A16,SS42,Unknown,1, ,CD35,Test,ref,15.6500070241566,0.968429405256068,Pass,0.00586561205902168,999,0,Fail,3.56360051166895,0.917821345237887,Pass,999,-1,0,Fail,
S42-A17,SS42,Unknown,1, ,CD54,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A18,SS42,Unknown,1, ,CD93,Test,ref,999,0,Fail,0.00678282059893852,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A19,SS42,Unknown,1, ,CDKN2B,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A20,SS42,Unknown,1, ,EBF1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A21,SS42,Unknown,1, ,GATA2,Test,ref,16.7681895156771,0.924630201145369,Pass,0.00532992442214292,999,0,Fail,4.68178300318952,0.917821345237887,Pass,999,-1,0,Fail,
S42-A22,SS42,Unknown,1, ,ID2,Test,ref,15.0284252385937,0.769510873852918,Pass,0.0122855592702119,999,0,Fail,2.94201872610606,0.769510873852918,Pass,999,-1,0,Fail,
S42-A23,SS42,Unknown,1, ,LMO2,Test,ref,14.4989274551941,0.883717288293661,Pass,0.00758847865136622,999,0,Fail,2.41252094270654,0.883717288293661,Pass,999,-1,0,Fail,
S42-A24,SS42,Unknown,1, ,ref,Reference,,11.0915007165598,1,Pass,0.00547711740858932,999,0,Fail,-0.994905795927775,0.917821345237887,Pass,999,-1,0,Fail,
S42-A25,SS42,Unknown,1, ,BMI1,Test,ref,15.2062637031974,0.686433166810564,Pass,0.0128993322677345,999,0,Fail,3.11985719070983,0.686433166810564,Pass,999,-1,0,Fail,
S42-A26,SS42,Unknown,1, ,CCR,Test,ref,22.808618514893,1,Pass,0.00818805193545112,999,0,Fail,10.7222120024054,0.917821345237887,Pass,999,-1,0,Fail,
S42-A27,SS42,Unknown,1, ,CD18,Test,ref,999,0,Fail,0.00925003762727756,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A28,SS42,Unknown,1, ,CD36,Test,ref,999,0,Fail,0.0142798031525467,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A29,SS42,Unknown,1, ,CD55,Test,ref,15.2445105056065,0.802452858878428,Pass,0.00668291726756213,999,0,Fail,3.15810399311894,0.802452858878428,Pass,999,-1,0,Fail,
S42-A30,SS42,Unknown,1, ,CD97,Test,ref,18.5111894966783,0.924275618445331,Pass,0.00847193364645452,999,0,Fail,6.42478298419065,0.917821345237887,Pass,999,-1,0,Fail,
S42-A31,SS42,Unknown,1, ,CDKN2C,Test,ref,999,0,Fail,0.00740745955247231,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A32,SS42,Unknown,1, ,ENG,Test,ref,15.9008460981299,0.99409764251816,Pass,0.00900706227692326,999,0,Fail,3.81443958564227,0.917821345237887,Pass,999,-1,0,Fail,
S42-A33,SS42,Unknown,1, ,GFI1,Test,ref,999,0,Fail,0.00459278880011109,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A34,SS42,Unknown,1, ,IGF2BPI,Test,ref,15.7731564996728,1,Pass,0.00917964402223912,999,0,Fail,3.68674998718517,0.917821345237887,Pass,999,-1,0,Fail,
S42-A35,SS42,Unknown,1, ,LYL1,Test,ref,16.2265474598962,0.819263275495284,Pass,0.00543433262818719,999,0,Fail,4.14014094740863,0.819263275495284,Pass,999,-1,0,Fail,
S42-A36,SS42,Unknown,1, ,RUNX1,Test,ref,14.6888021051795,0.952774281319091,Pass,0.00906314899108036,999,0,Fail,2.6023955926919,0.917821345237887,Pass,999,-1,0,Fail,
S42-A37,SS42,Unknown,1, ,CCNA1,Test,ref,999,0,Fail,0.0233889804490084,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A38,SS42,Unknown,1, ,CD100,Test,ref,999,0,Fail,0.00775506250391744,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A39,SS42,Unknown,1, ,CD84,Test,ref,15.6639039535345,0.884968171147389,Pass,0.0195040049282306,999,0,Fail,3.57749744104685,0.884968171147389,Pass,999,-1,0,Fail,
S42-A40,SS42,Unknown,1, ,CD38,Test,ref,999,0,Fail,0.015635308545831,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A41,SS42,Unknown,1, ,CD56,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A42,SS42,Unknown,1, ,CD98,Test,ref,17.2116422337377,0.854362727365263,Pass,0.00959679854555403,999,0,Fail,5.12523572125012,0.854362727365263,Pass,999,-1,0,Fail,
S42-A43,SS42,Unknown,1, ,CEACAM1,Test,ref,999,0,Fail,0.00517922557972216,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A44,SS42,Unknown,1, ,EPOR,Test,ref,999,0,Fail,0.00714922939070527,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A45,SS42,Unknown,1, ,Hes1,Test,ref,999,0,Fail,0.00476066601553474,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A46,SS42,Unknown,1, ,IK7F,Test,ref,999,0,Fail,0.00709356824211718,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A47,SS42,Unknown,1, ,mKi67,Test,ref,999,0,Fail,0.00665043797732045,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A48,SS42,Unknown,1, ,SELL,Test,ref,15.778701191651,0.96728319166695,Pass,0.00840508919325634,999,0,Fail,3.69229467916335,0.917821345237887,Pass,999,-1,0,Fail,
S42-A54,SS42,Unknown,1, ,CD99,Test,ref,16.4795286408302,1,Pass,0.00879726160737329,999,0,Fail,4.39312212834254,0.917821345237887,Pass,999,-1,0,Fail,
S42-A53,SS42,Unknown,1, ,CD61,Test,ref,999,0,Fail,0.0106381859274878,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A52,SS42,Unknown,1, ,CD4,Test,ref,16.1708036084388,0.904276960230058,Pass,0.00718298207592986,999,0,Fail,4.0843970959512,0.904276960230058,Pass,999,-1,0,Fail,
S42-A51,SS42,Unknown,1, ,CD22,Test,ref,999,0,Fail,0.00877939272834603,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A50,SS42,Unknown,1, ,CD11a,Test,ref,999,0,Fail,0.00812914085089729,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A49,SS42,Unknown,1, ,CCNB1,Test,ref,999,0,Fail,0.0138130606667782,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A60,SS42,Unknown,1, ,SELP,Test,ref,999,0,Fail,0.00733681638298117,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A59,SS42,Unknown,1, ,MPL,Test,ref,15.6844416801012,0.959798762969962,Pass,0.00889315713841857,999,0,Fail,3.59803516761356,0.917821345237887,Pass,999,-1,0,Fail,
S42-A58,SS42,Unknown,1, ,IL2RG,Test,ref,999,0,Fail,0.0102484366681444,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A57,SS42,Unknown,1, ,HEY2,Test,ref,999,0,Fail,0.00937299001922149,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A56,SS42,Unknown,1, ,ERG,Test,ref,13.8940549081419,0.958977365641371,Fail,0.00736185684040496,999,0,Fail,1.80764839565431,0.917821345237887,Fail,999,-1,0,Fail,
S42-A55,SS42,Unknown,1, ,CEACAM3,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A66,SS42,Unknown,1, ,CDKN1A,Test,ref,999,0,Fail,0.0038182707736666,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A65,SS42,Unknown,1, ,CD63,Test,ref,12.342399608167,0.806596720606188,Pass,0.0103470318132771,999,0,Fail,0.25599309567937,0.806596720606188,Pass,999,-1,0,Fail,
S42-A64,SS42,Unknown,1, ,CD48,Test,ref,13.2664159474512,0.89926697340759,Pass,0.011165875493998,999,0,Fail,1.18000943496355,0.89926697340759,Pass,999,-1,0,Fail,
S42-A63,SS42,Unknown,1, ,CD243,Test,ref,15.1469130312557,0.848703810717003,Pass,0.0143776782048589,999,0,Fail,3.06050651876804,0.848703810717003,Pass,999,-1,0,Fail,
S42-A62,SS42,Unknown,1, ,CD13,Test,ref,999,0,Fail,0.0106337688185634,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A61,SS42,Unknown,1, ,CCNC,Test,ref,15.952151639233,0.901683502889485,Pass,0.0131207306365164,999,0,Fail,3.86574512674541,0.901683502889485,Pass,999,-1,0,Fail,
S42-A72,SS42,Unknown,1, ,TAL1,Test,ref,16.1558343907621,0.887069896116299,Pass,0.0105145637107563,999,0,Fail,4.06942787827452,0.887069896116299,Pass,999,-1,0,Fail,
S42-A71,SS42,Unknown,1, ,MPO,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A70,SS42,Unknown,1, ,IL7R,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A69,SS42,Unknown,1, ,HMGA2,Test,ref,999,0,Fail,0.011342936222251,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A68,SS42,Unknown,1, ,FLI1,Test,ref,14.6691264942344,0.741477836729255,Pass,0.00577758540573219,999,0,Fail,2.58271998174679,0.741477836729255,Pass,999,-1,0,Fail,
S42-A67,SS42,Unknown,1, ,CEACAM5,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A78,SS42,Unknown,1, ,CDKN1B,Test,ref,16.7254583225023,0.911555522635922,Pass,0.00779516202939579,999,0,Fail,4.63905181001473,0.911555522635922,Pass,999,-1,0,Fail,
S42-A77,SS42,Unknown,1, ,CD71,Test,ref,15.1296652558584,0.866610543445702,Pass,0.014061906373137,999,0,Fail,3.04325874337082,0.866610543445702,Pass,999,-1,0,Fail,
S42-A76,SS42,Unknown,1, ,CD49e,Test,ref,15.7869864159811,0.972014471011202,Pass,0.011205159218408,999,0,Fail,3.70057990349346,0.917821345237887,Pass,999,-1,0,Fail,
S42-A75,SS42,Unknown,1, ,CD244,Test,ref,999,0,Fail,0.0133227052026465,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S42-A74,SS42,Unknown,1, ,CD15,Test,ref,17.6736134205585,0.962723275143907,Pass,0.0103571401368519,999,0,Fail,5.58720690807089,0.917821345237887,Pass,999,-1,0,Fail,
