Chip Run Info,C:\Documents and Settings\regmgka\Desktop\PCR data files\241111_GK_SEJLTHSC9+_left\ChipRun.bml,1131214095,48.48 (113x),Default-10min-Hot-Start,ROX,FAM-MGB,24/11/2011 14:45:06,01:31:39,BIOMARK190
Application Version,3.0.2
Application Build,20100811.2212
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent
ID,Name,Type,rConc,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call
S30-A04,sc_24,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A05,sc_24,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A06,sc_24,Unknown,1,Pbx1,Test,control,16.7925214132266,0.87,Pass,0.0212016009526505,2.519505616675,0.87,Pass
S30-A07,sc_24,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A08,sc_24,Unknown,1,Cited2,Test,control,17.0348937320005,0.91,Pass,0.0212016009526505,2.76187793544898,0.903333333333333,Pass
S30-A09,sc_24,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A10,sc_24,Unknown,1,control,Reference,,16.8577644563238,0.84,Pass,0.0212016009526505,2.58474865977222,0.84,Pass
S30-A11,sc_24,Unknown,1,Rbl2,Test,control,18.2844455161026,0.9,Pass,0.0212016009526505,4.01142971955102,0.9,Pass
S30-A12,sc_24,Unknown,1,Procr,Test,control,25.2716512201418,0.89,Pass,0.0212016009526505,10.9986354235902,0.89,Pass
S30-A13,sc_24,Unknown,1,Byglycan,Test,control,16.8057808375155,0.91,Pass,0.0212016009526505,2.5327650409639,0.903333333333333,Pass
S30-A14,sc_24,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A15,sc_24,Unknown,1,Esam1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A16,sc_24,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A17,sc_24,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A18,sc_24,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A19,sc_24,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A20,sc_24,Unknown,1,Ccnb2,Test,control,38.4195877042649,0.17,Fail,0.0212016009526505,24.1465719077134,0.17,Fail
S30-A21,sc_24,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A22,sc_24,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A23,sc_24,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A24,sc_24,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A25,sc_24,Unknown,1,Cd150,Test,control,15.8122069118392,0.97,Pass,0.0212016009526505,1.5391911152876,0.903333333333333,Pass
S30-A26,sc_24,Unknown,1,Ccnd1,Test,control,16.6174980173916,0.9,Pass,0.0212016009526505,2.34448222083999,0.9,Pass
S30-A27,sc_24,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A28,sc_24,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A29,sc_24,Unknown,1,p19,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A30,sc_24,Unknown,1,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A31,sc_24,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A32,sc_24,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A33,sc_24,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A34,sc_24,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A35,sc_24,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A36,sc_24,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A37,sc_24,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A38,sc_24,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A39,sc_24,Unknown,1,Gfi1,Test,control,16.6121546419576,0.94,Pass,0.0212016009526505,2.33913884540602,0.903333333333333,Pass
S30-A40,sc_24,Unknown,1,Mpl,Test,control,13.9132664585861,0.96,Pass,0.0212016009526505,-0.359749337965459,0.903333333333333,Pass
S30-A41,sc_24,Unknown,1,p27,Test,control,16.1764729446261,0.88,Pass,0.0212016009526505,1.90345714807459,0.88,Pass
S30-A42,sc_24,Unknown,1,Tie1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A43,sc_24,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A44,sc_24,Unknown,1,Ccng1,Test,control,17.5346886382969,0.89,Pass,0.0212016009526505,3.26167284174531,0.89,Pass
S30-A45,sc_24,Unknown,1,Hoxa5,Test,control,16.4636565091031,0.86,Pass,0.0212016009526505,2.19064071255153,0.86,Pass
S30-A46,sc_24,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A47,sc_24,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S30-A48,sc_24,Unknown,1,control,Reference,,12.6634976008207,0.94,Pass,0.0212016009526505,-1.60951819573087,0.903333333333333,Pass
S21-A01,sc_15,Unknown,1,control,Reference,,12.8323442550245,0.93,Pass,0.0212016009526505,-1.64834261551512,0.92,Pass
S21-A02,sc_15,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A03,sc_15,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A04,sc_15,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A05,sc_15,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A06,sc_15,Unknown,1,Pbx1,Test,control,14.9135814635374,0.91,Pass,0.0212016009526505,0.43289459299783,0.91,Pass
S21-A07,sc_15,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A08,sc_15,Unknown,1,Cited2,Test,control,16.9745220560361,0.89,Pass,0.0212016009526505,2.49383518549647,0.89,Pass
S21-A09,sc_15,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A10,sc_15,Unknown,1,control,Reference,,18.9342469804347,0.89,Pass,0.0212016009526505,4.45356010989509,0.89,Pass
S21-A11,sc_15,Unknown,1,Rbl2,Test,control,17.1330081196673,0.87,Pass,0.0212016009526505,2.6523212491277,0.87,Pass
S21-A12,sc_15,Unknown,1,Procr,Test,control,25.6080880839933,0.9,Pass,0.0212016009526505,11.1274012134537,0.9,Pass
S21-A13,sc_15,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A14,sc_15,Unknown,1,Ccna2,Test,control,17.7315423688796,0.8,Pass,0.0212016009526505,3.25085549833997,0.8,Pass
S21-A15,sc_15,Unknown,1,Esam1,Test,control,16.6837035963266,0.89,Pass,0.0212016009526505,2.20301672578701,0.89,Pass
S21-A16,sc_15,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A17,sc_15,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A18,sc_15,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A19,sc_15,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A20,sc_15,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A21,sc_15,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A22,sc_15,Unknown,1,Ikzf1,Test,control,18.7733599886894,0.98,Pass,0.0212016009526505,4.29267311814976,0.92,Pass
S21-A23,sc_15,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A24,sc_15,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A25,sc_15,Unknown,1,Cd150,Test,control,15.9312206986794,0.94,Pass,0.0212016009526505,1.4505338281398,0.92,Pass
S21-A26,sc_15,Unknown,1,Ccnd1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A27,sc_15,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A28,sc_15,Unknown,1,ki67,Test,control,16.2013124887201,0.98,Pass,0.0212016009526505,1.72062561818056,0.92,Pass
S21-A29,sc_15,Unknown,1,p19,Test,control,16.9539363528039,0.91,Pass,0.0212016009526505,2.47324948226435,0.91,Pass
S21-A30,sc_15,Unknown,1,S100a6,Test,control,17.7168286660973,0.95,Pass,0.0212016009526505,3.23614179555766,0.92,Pass
S21-A31,sc_15,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A32,sc_15,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A33,sc_15,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A34,sc_15,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A35,sc_15,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A36,sc_15,Unknown,1,Tal1,Test,control,17.0641606632293,0.87,Pass,0.0212016009526505,2.58347379268976,0.87,Pass
S21-A37,sc_15,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A38,sc_15,Unknown,1,ccnf1,Test,control,16.8815043776235,0.86,Pass,0.0212016009526505,2.40081750708392,0.86,Pass
S21-A39,sc_15,Unknown,1,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A40,sc_15,Unknown,1,Mpl,Test,control,15.4592846012061,0.97,Pass,0.0212016009526505,0.978597730666509,0.92,Pass
S21-A41,sc_15,Unknown,1,p27,Test,control,16.5740554642344,0.89,Pass,0.0212016009526505,2.09336859369483,0.89,Pass
S21-A42,sc_15,Unknown,1,Tie1,Test,control,16.0484075631764,0.92,Pass,0.0212016009526505,1.56772069263679,0.92,Pass
S21-A43,sc_15,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A44,sc_15,Unknown,1,Ccng1,Test,control,17.7535847568867,0.89,Pass,0.0212016009526505,3.27289788634714,0.89,Pass
S21-A45,sc_15,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A46,sc_15,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A47,sc_15,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S21-A48,sc_15,Unknown,1,control,Reference,,11.6754693761596,0.94,Pass,0.0212016009526505,-2.80521749437998,0.92,Pass
S29-A01,sc_23,Unknown,1,control,Reference,,11.9708343465551,0.95,Pass,0.0212016009526505,-0.838404489494957,0.893333333333333,Pass
S29-A02,sc_23,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A03,sc_23,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A04,sc_23,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A05,sc_23,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A06,sc_23,Unknown,1,Pbx1,Test,control,15.9718431880512,0.86,Pass,0.0212016009526505,3.16260435200113,0.86,Pass
S29-A07,sc_23,Unknown,1,Bmi1,Test,control,17.8407553468016,0.85,Pass,0.0212016009526505,5.03151651075152,0.85,Pass
S29-A08,sc_23,Unknown,1,Cited2,Test,control,13.9621181831945,0.92,Pass,0.0212016009526505,1.15287934714437,0.893333333333333,Pass
S29-A09,sc_23,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A10,sc_23,Unknown,1,control,Reference,,14.6625366037294,0.8,Pass,0.0212016009526505,1.85329776767932,0.8,Pass
S29-A11,sc_23,Unknown,1,Rbl2,Test,control,17.7724620317294,0.87,Pass,0.0212016009526505,4.96322319567932,0.87,Pass
S29-A12,sc_23,Unknown,1,Procr,Test,control,23.5938145410261,0.91,Pass,0.0212016009526505,10.784575704976,0.893333333333333,Pass
S29-A13,sc_23,Unknown,1,Byglycan,Test,control,20.0618805063169,0.91,Pass,0.0212016009526505,7.25264167026676,0.893333333333333,Pass
S29-A14,sc_23,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A15,sc_23,Unknown,1,Esam1,Test,control,15.5501002940297,0.94,Pass,0.0212016009526505,2.74086145797961,0.893333333333333,Pass
S29-A16,sc_23,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A17,sc_23,Unknown,1,p16,Test,control,16.9289739862999,0.85,Pass,0.0212016009526505,4.11973515024977,0.85,Pass
S29-A18,sc_23,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A19,sc_23,Unknown,1,Cbx4,Test,control,28.1254415462557,0.88,Pass,0.0212016009526505,15.3162027102056,0.88,Pass
S29-A20,sc_23,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A21,sc_23,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A22,sc_23,Unknown,1,Ikzf1,Test,control,18.54698454136,0.97,Pass,0.0212016009526505,5.73774570530988,0.893333333333333,Pass
S29-A23,sc_23,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A24,sc_23,Unknown,1,Runx1,Test,control,16.4481632471317,0.94,Pass,0.0212016009526505,3.63892441108158,0.893333333333333,Pass
S29-A25,sc_23,Unknown,1,Cd150,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A26,sc_23,Unknown,1,Ccnd1,Test,control,15.7220888683707,0.93,Pass,0.0212016009526505,2.91285003232057,0.893333333333333,Pass
S29-A27,sc_23,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A28,sc_23,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A29,sc_23,Unknown,1,p19,Test,control,16.7293529593207,0.87,Pass,0.0212016009526505,3.92011412327055,0.87,Pass
S29-A30,sc_23,Unknown,1,S100a6,Test,control,17.3799739644569,0.92,Pass,0.0212016009526505,4.57073512840675,0.893333333333333,Pass
S29-A31,sc_23,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A32,sc_23,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A33,sc_23,Unknown,1,Gata2,Test,control,16.0883269030446,0.8,Pass,0.0212016009526505,3.27908806699449,0.8,Pass
S29-A34,sc_23,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A35,sc_23,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A36,sc_23,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A37,sc_23,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A38,sc_23,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A39,sc_23,Unknown,1,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A40,sc_23,Unknown,1,Mpl,Test,control,13.5112317159412,0.94,Pass,0.0212016009526505,0.701992879891103,0.893333333333333,Pass
S29-A41,sc_23,Unknown,1,p27,Test,control,16.3259134717777,0.85,Pass,0.0212016009526505,3.51667463572758,0.85,Pass
S29-A42,sc_23,Unknown,1,Tie1,Test,control,17.0353189262832,0.82,Pass,0.0212016009526505,4.22608009023312,0.82,Pass
S29-A43,sc_23,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A44,sc_23,Unknown,1,Ccng1,Test,control,17.1126294210204,0.94,Pass,0.0212016009526505,4.30339058497028,0.893333333333333,Pass
S29-A45,sc_23,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A46,sc_23,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A47,sc_23,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S29-A48,sc_23,Unknown,1,control,Reference,,11.7943455578657,0.93,Pass,0.0212016009526505,-1.01489327818437,0.893333333333333,Pass
S20-A01,sc_14,Unknown,1,control,Reference,,14.4097182869186,0.93,Pass,0.0212016009526505,-0.301459290389344,0.91,Pass
S20-A02,sc_14,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A03,sc_14,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A04,sc_14,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A05,sc_14,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A06,sc_14,Unknown,1,Pbx1,Test,control,15.6614232935968,0.91,Pass,0.0212016009526505,0.950245716288876,0.91,Pass
S20-A07,sc_14,Unknown,1,Bmi1,Test,control,16.941443391328,0.93,Pass,0.0212016009526505,2.23026581402013,0.91,Pass
S20-A08,sc_14,Unknown,1,Cited2,Test,control,17.2600311950242,0.96,Pass,0.0212016009526505,2.5488536177163,0.91,Pass
S20-A09,sc_14,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A10,sc_14,Unknown,1,control,Reference,,17.6200513950462,0.88,Pass,0.0212016009526505,2.90887381773828,0.88,Pass
S20-A11,sc_14,Unknown,1,Rbl2,Test,control,16.9798156804607,0.92,Pass,0.0212016009526505,2.26863810315282,0.91,Pass
S20-A12,sc_14,Unknown,1,Procr,Test,control,23.234588170426,0.94,Pass,0.0212016009526505,8.52341059311807,0.91,Pass
S20-A13,sc_14,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A14,sc_14,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A15,sc_14,Unknown,1,Esam1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A16,sc_14,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A17,sc_14,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A18,sc_14,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A19,sc_14,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A20,sc_14,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A21,sc_14,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A22,sc_14,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A23,sc_14,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A24,sc_14,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A25,sc_14,Unknown,1,Cd150,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A26,sc_14,Unknown,1,Ccnd1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A27,sc_14,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A28,sc_14,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A29,sc_14,Unknown,1,p19,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A30,sc_14,Unknown,1,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A31,sc_14,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A32,sc_14,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A33,sc_14,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A34,sc_14,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A35,sc_14,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A36,sc_14,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A37,sc_14,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A38,sc_14,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A39,sc_14,Unknown,1,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A40,sc_14,Unknown,1,Mpl,Test,control,13.6435537645507,0.95,Pass,0.0212016009526505,-1.06762381275717,0.91,Pass
S20-A41,sc_14,Unknown,1,p27,Test,control,16.5634462710502,0.91,Pass,0.0212016009526505,1.85226869374224,0.91,Pass
S20-A42,sc_14,Unknown,1,Tie1,Test,control,16.2690928105831,0.87,Pass,0.0212016009526505,1.5579152332752,0.87,Pass
S20-A43,sc_14,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A44,sc_14,Unknown,1,Ccng1,Test,control,16.5597287383215,0.75,Pass,0.0212016009526505,1.84855116101358,0.75,Pass
S20-A45,sc_14,Unknown,1,Hoxa5,Test,control,27.9415409497232,0.83,Pass,0.0212016009526505,13.2303633724152,0.83,Pass
S20-A46,sc_14,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A47,sc_14,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S20-A48,sc_14,Unknown,1,control,Reference,,12.103763049959,0.92,Pass,0.0212016009526505,-2.60741452734893,0.91,Pass
S28-A01,sc_22,Unknown,1,control,Reference,,13.0825079306473,0.93,Pass,0.0212016009526505,-0.355834795060016,0.906666666666667,Pass
S28-A02,sc_22,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A03,sc_22,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A04,sc_22,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A05,sc_22,Unknown,1,Rbl1,Test,control,20.4831326259396,0.88,Pass,0.0212016009526505,7.04478990023231,0.88,Pass
S28-A06,sc_22,Unknown,1,Pbx1,Test,control,14.6753356490141,0.89,Pass,0.0212016009526505,1.23699292330678,0.89,Pass
S28-A07,sc_22,Unknown,1,Bmi1,Test,control,18.3731757089058,0.91,Pass,0.0212016009526505,4.93483298319849,0.906666666666667,Pass
S28-A08,sc_22,Unknown,1,Cited2,Test,control,14.7888380267846,0.97,Pass,0.0212016009526505,1.35049530107734,0.906666666666667,Pass
S28-A09,sc_22,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A10,sc_22,Unknown,1,control,Reference,,14.7829856822902,0.84,Pass,0.0212016009526505,1.34464295658292,0.84,Pass
S28-A11,sc_22,Unknown,1,Rbl2,Test,control,20.9837130631267,0.96,Pass,0.0212016009526505,7.54537033741939,0.906666666666667,Pass
S28-A12,sc_22,Unknown,1,Procr,Test,control,23.0243185220104,0.93,Pass,0.0212016009526505,9.58597579630307,0.906666666666667,Pass
S28-A13,sc_22,Unknown,1,Byglycan,Test,control,16.5964373651224,0.92,Pass,0.0212016009526505,3.15809463941514,0.906666666666667,Pass
S28-A14,sc_22,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A15,sc_22,Unknown,1,Esam1,Test,control,16.4594389210922,0.9,Pass,0.0212016009526505,3.02109619538492,0.9,Pass
S28-A16,sc_22,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A17,sc_22,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A18,sc_22,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A19,sc_22,Unknown,1,Cbx4,Test,control,19.1628627268856,0.89,Pass,0.0212016009526505,5.72452000117828,0.89,Pass
S28-A20,sc_22,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A21,sc_22,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A22,sc_22,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A23,sc_22,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A24,sc_22,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A25,sc_22,Unknown,1,Cd150,Test,control,14.1466110425641,0.97,Pass,0.0212016009526505,0.708268316856829,0.906666666666667,Pass
S28-A26,sc_22,Unknown,1,Ccnd1,Test,control,15.564252531724,0.95,Pass,0.0212016009526505,2.12590980601671,0.906666666666667,Pass
S28-A27,sc_22,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A28,sc_22,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A29,sc_22,Unknown,1,p19,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A30,sc_22,Unknown,1,S100a6,Test,control,17.0924948407983,0.9,Pass,0.0212016009526505,3.65415211509099,0.9,Pass
S28-A31,sc_22,Unknown,1,Cd34,Test,control,17.1512436138222,0.82,Pass,0.0212016009526505,3.71290088811488,0.82,Pass
S28-A32,sc_22,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A33,sc_22,Unknown,1,Gata2,Test,control,16.207178708758,0.91,Pass,0.0212016009526505,2.76883598305068,0.906666666666667,Pass
S28-A34,sc_22,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A35,sc_22,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A36,sc_22,Unknown,1,Tal1,Test,control,23.7035803675806,0.96,Pass,0.0212016009526505,10.2652376418733,0.906666666666667,Pass
S28-A37,sc_22,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S28-A38,sc_22,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
