Chip Run Info,C:\Documents and Settings\regmgka\Desktop\PCR data files\241111_GK_SEJLTHSC9+_left\ChipRun.bml,1131214095,48.48 (113x),Default-10min-Hot-Start,ROX,FAM-MGB,24/11/2011 14:45:06,01:31:39,BIOMARK190
Application Version,3.0.2
Application Build,20100811.2212
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent
ID,Name,Type,rConc,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call
S08-A31,sc_2,Unknown,1,Cd34,Test,control,17.9291558330838,0.88,Pass,0.0212016009526505,2.82463907847906,0.88,Pass
S08-A32,sc_2,Unknown,1,Ccne1,Test,control,34.661343322818,0.41,Fail,0.0212016009526505,19.5568265682132,0.41,Fail
S08-A33,sc_2,Unknown,1,Gata2,Test,control,16.981219049435,0.83,Pass,0.0212016009526505,1.8767022948302,0.83,Pass
S08-A34,sc_2,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S08-A35,sc_2,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S08-A36,sc_2,Unknown,1,Tal1,Test,control,16.6390071533498,0.9,Pass,0.0212016009526505,1.534490398745,0.9,Pass
S08-A37,sc_2,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S08-A38,sc_2,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S08-A39,sc_2,Unknown,1,Gfi1,Test,control,14.6377149132934,0.95,Pass,0.0212016009526505,-0.466801841311399,0.916666666666667,Pass
S08-A40,sc_2,Unknown,1,Mpl,Test,control,13.7375906017628,0.95,Pass,0.0212016009526505,-1.36692615284202,0.916666666666667,Pass
S08-A41,sc_2,Unknown,1,p27,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S08-A42,sc_2,Unknown,1,Tie1,Test,control,16.9146898141851,0.88,Pass,0.0212016009526505,1.81017305958028,0.88,Pass
S08-A43,sc_2,Unknown,1,Cd9,Test,control,38.892830324516,0.15,Fail,0.0212016009526505,23.7883135699112,0.15,Fail
S08-A44,sc_2,Unknown,1,Ccng1,Test,control,18.0929334309189,0.87,Pass,0.0212016009526505,2.98841667631416,0.87,Pass
S08-A45,sc_2,Unknown,1,Hoxa5,Test,control,38.0964551718312,0.1,Fail,0.0212016009526505,22.9919384172265,0.1,Fail
S08-A46,sc_2,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S08-A47,sc_2,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S08-A48,sc_2,Unknown,1,control,Reference,,12.445427872333,0.96,Pass,0.0212016009526505,-2.65908888227175,0.916666666666667,Pass
S40-A01,sc_34,Unknown,1,control,Reference,,12.742190410696,0.92,Pass,0.0212016009526505,-0.823688508696737,0.91,Pass
S40-A02,sc_34,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A03,sc_34,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A04,sc_34,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A05,sc_34,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A06,sc_34,Unknown,1,Pbx1,Test,control,16.3173004166675,0.84,Pass,0.0212016009526505,2.75142149727476,0.84,Pass
S40-A07,sc_34,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A08,sc_34,Unknown,1,Cited2,Test,control,15.175379948281,0.93,Pass,0.0212016009526505,1.60950102888826,0.91,Pass
S40-A09,sc_34,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A10,sc_34,Unknown,1,control,Reference,,16.3385825882708,0.85,Pass,0.0212016009526505,2.77270366887808,0.85,Pass
S40-A11,sc_34,Unknown,1,Rbl2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A12,sc_34,Unknown,1,Procr,Test,control,23.2624561701535,0.92,Pass,0.0212016009526505,9.69657725076078,0.91,Pass
S40-A13,sc_34,Unknown,1,Byglycan,Test,control,17.5315961325493,0.86,Pass,0.0212016009526505,3.96571721315654,0.86,Pass
S40-A14,sc_34,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A15,sc_34,Unknown,1,Esam1,Test,control,17.3599326157062,0.95,Pass,0.0212016009526505,3.79405369631345,0.91,Pass
S40-A16,sc_34,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A17,sc_34,Unknown,1,p16,Test,control,17.0333788712385,0.89,Pass,0.0212016009526505,3.46749995184577,0.89,Pass
S40-A18,sc_34,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A19,sc_34,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A20,sc_34,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A21,sc_34,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A22,sc_34,Unknown,1,Ikzf1,Test,control,18.2990218885709,0.93,Pass,0.0212016009526505,4.73314296917823,0.91,Pass
S40-A23,sc_34,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A24,sc_34,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A25,sc_34,Unknown,1,Cd150,Test,control,14.1273665614516,0.97,Pass,0.0212016009526505,0.561487642058923,0.91,Pass
S40-A26,sc_34,Unknown,1,Ccnd1,Test,control,15.7784362625079,0.93,Pass,0.0212016009526505,2.21255734311515,0.91,Pass
S40-A27,sc_34,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A28,sc_34,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A29,sc_34,Unknown,1,p19,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A30,sc_34,Unknown,1,S100a6,Test,control,15.5965012612053,0.93,Pass,0.0212016009526505,2.03062234181256,0.91,Pass
S40-A31,sc_34,Unknown,1,Cd34,Test,control,18.5265669376034,0.78,Pass,0.0212016009526505,4.96068801821071,0.78,Pass
S40-A32,sc_34,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A33,sc_34,Unknown,1,Gata2,Test,control,17.047898639174,0.83,Pass,0.0212016009526505,3.4820197197813,0.83,Pass
S40-A34,sc_34,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A35,sc_34,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A36,sc_34,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A37,sc_34,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A38,sc_34,Unknown,1,ccnf1,Test,control,38.2028723238047,0,Fail,0.0212016009526505,24.636993404412,0,Fail
S40-A39,sc_34,Unknown,1,Gfi1,Test,control,38.0706959602275,0.19,Fail,0.0212016009526505,24.5048170408348,0.19,Fail
S40-A40,sc_34,Unknown,1,Mpl,Test,control,13.0009995344465,0.95,Pass,0.0212016009526505,-0.564879384946211,0.91,Pass
S40-A41,sc_34,Unknown,1,p27,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A42,sc_34,Unknown,1,Tie1,Test,control,15.9513145875268,0.84,Pass,0.0212016009526505,2.38543566813409,0.84,Pass
S40-A43,sc_34,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A44,sc_34,Unknown,1,Ccng1,Test,control,16.4384204985433,0.82,Pass,0.0212016009526505,2.87254157915057,0.82,Pass
S40-A45,sc_34,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A46,sc_34,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A47,sc_34,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S40-A48,sc_34,Unknown,1,control,Reference,,11.6168637592114,0.96,Pass,0.0212016009526505,-1.94901516018134,0.91,Pass
S07-A01,sc_1,Unknown,1,control,Reference,,12.8827631358737,0.92,Pass,0.0212016009526505,-1.83793092218399,0.913333333333333,Pass
S07-A02,sc_1,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A03,sc_1,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A04,sc_1,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A05,sc_1,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A06,sc_1,Unknown,1,Pbx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A07,sc_1,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A08,sc_1,Unknown,1,Cited2,Test,control,16.1559480461631,0.93,Pass,0.0212016009526505,1.43525398810538,0.913333333333333,Pass
S07-A09,sc_1,Unknown,1,Epor,Test,control,16.0523564134245,0.91,Pass,0.0212016009526505,1.33166235536679,0.91,Pass
S07-A10,sc_1,Unknown,1,control,Reference,,17.0651273489116,0.85,Pass,0.0212016009526505,2.34443329085392,0.85,Pass
S07-A11,sc_1,Unknown,1,Rbl2,Test,control,18.1487819853025,0.95,Pass,0.0212016009526505,3.42808792724481,0.913333333333333,Pass
S07-A12,sc_1,Unknown,1,Procr,Test,control,25.7709151667858,0.91,Pass,0.0212016009526505,11.0502211087281,0.91,Pass
S07-A13,sc_1,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A14,sc_1,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A15,sc_1,Unknown,1,Esam1,Test,control,18.0082880789071,0.94,Pass,0.0212016009526505,3.28759402084935,0.913333333333333,Pass
S07-A16,sc_1,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A17,sc_1,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A18,sc_1,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A19,sc_1,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A20,sc_1,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A21,sc_1,Unknown,1,Flt3,Test,control,32.3061144124433,0.74,Pass,0.0212016009526505,17.5854203543856,0.74,Pass
S07-A22,sc_1,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A23,sc_1,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A24,sc_1,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A25,sc_1,Unknown,1,Cd150,Test,control,15.402074666526,0.98,Pass,0.0212016009526505,0.681380608468265,0.913333333333333,Pass
S07-A26,sc_1,Unknown,1,Ccnd1,Test,control,38.7946094456949,0,Fail,0.0212016009526505,24.0739153876372,0,Fail
S07-A27,sc_1,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A28,sc_1,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A29,sc_1,Unknown,1,p19,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A30,sc_1,Unknown,1,S100a6,Test,control,18.8410424589141,0.87,Pass,0.0212016009526505,4.12034840085636,0.87,Pass
S07-A31,sc_1,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A32,sc_1,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A33,sc_1,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A34,sc_1,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A35,sc_1,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A36,sc_1,Unknown,1,Tal1,Test,control,16.6129572865207,0.93,Pass,0.0212016009526505,1.89226322846303,0.913333333333333,Pass
S07-A37,sc_1,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A38,sc_1,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A39,sc_1,Unknown,1,Gfi1,Test,control,38.7076959309698,0.1,Fail,0.0212016009526505,23.9870018729121,0.1,Fail
S07-A40,sc_1,Unknown,1,Mpl,Test,control,14.6941419914554,0.97,Pass,0.0212016009526505,-0.0265520666022869,0.913333333333333,Pass
S07-A41,sc_1,Unknown,1,p27,Test,control,16.6452628964757,0.79,Pass,0.0212016009526505,1.92456883841797,0.79,Pass
S07-A42,sc_1,Unknown,1,Tie1,Test,control,16.7520686506932,0.93,Pass,0.0212016009526505,2.03137459263553,0.913333333333333,Pass
S07-A43,sc_1,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A44,sc_1,Unknown,1,Ccng1,Test,control,18.7124648777712,0.83,Pass,0.0212016009526505,3.99177081971345,0.83,Pass
S07-A45,sc_1,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A46,sc_1,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A47,sc_1,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S07-A48,sc_1,Unknown,1,control,Reference,,14.2141916893878,0.97,Pass,0.0212016009526505,-0.506502368669926,0.913333333333333,Pass
S39-A01,sc_33,Unknown,1,control,Reference,,12.7243253837879,0.92,Pass,0.0212016009526505,-1.00449368822857,0.906666666666667,Pass
S39-A02,sc_33,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A03,sc_33,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A04,sc_33,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A05,sc_33,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A06,sc_33,Unknown,1,Pbx1,Test,control,16.2818965138985,0.88,Pass,0.0212016009526505,2.55307744188202,0.88,Pass
S39-A07,sc_33,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A08,sc_33,Unknown,1,Cited2,Test,control,14.7030641772954,0.94,Pass,0.0212016009526505,0.974245105278859,0.906666666666667,Pass
S39-A09,sc_33,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A10,sc_33,Unknown,1,control,Reference,,16.3687990495994,0.86,Pass,0.0212016009526505,2.63997997758293,0.86,Pass
S39-A11,sc_33,Unknown,1,Rbl2,Test,control,20.8622089794565,0.95,Pass,0.0212016009526505,7.13338990743997,0.906666666666667,Pass
S39-A12,sc_33,Unknown,1,Procr,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A13,sc_33,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A14,sc_33,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A15,sc_33,Unknown,1,Esam1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A16,sc_33,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A17,sc_33,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A18,sc_33,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A19,sc_33,Unknown,1,Cbx4,Test,control,18.1748709102765,0.81,Pass,0.0212016009526505,4.44605183825997,0.81,Pass
S39-A20,sc_33,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A21,sc_33,Unknown,1,Flt3,Test,control,25.3345956230215,0.74,Pass,0.0212016009526505,11.605776551005,0.74,Pass
S39-A22,sc_33,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A23,sc_33,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A24,sc_33,Unknown,1,Runx1,Test,control,17.8934106284295,0.93,Pass,0.0212016009526505,4.16459155641297,0.906666666666667,Pass
S39-A25,sc_33,Unknown,1,Cd150,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A26,sc_33,Unknown,1,Ccnd1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A27,sc_33,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A28,sc_33,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A29,sc_33,Unknown,1,p19,Test,control,16.295247028156,0.92,Pass,0.0212016009526505,2.56642795613953,0.906666666666667,Pass
S39-A30,sc_33,Unknown,1,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A31,sc_33,Unknown,1,Cd34,Test,control,19.4905175456463,0.88,Pass,0.0212016009526505,5.76169847362978,0.88,Pass
S39-A32,sc_33,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A33,sc_33,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A34,sc_33,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A35,sc_33,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A36,sc_33,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A37,sc_33,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A38,sc_33,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A39,sc_33,Unknown,1,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A40,sc_33,Unknown,1,Mpl,Test,control,14.0160719798041,0.96,Pass,0.0212016009526505,0.287252907787625,0.906666666666667,Pass
S39-A41,sc_33,Unknown,1,p27,Test,control,17.4537069790093,0.79,Pass,0.0212016009526505,3.72488790699282,0.79,Pass
S39-A42,sc_33,Unknown,1,Tie1,Test,control,16.2982174721944,0.91,Pass,0.0212016009526505,2.56939840017785,0.906666666666667,Pass
S39-A43,sc_33,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A44,sc_33,Unknown,1,Ccng1,Test,control,18.4746451925053,0.85,Pass,0.0212016009526505,4.74582612048877,0.85,Pass
S39-A45,sc_33,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A46,sc_33,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A47,sc_33,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S39-A48,sc_33,Unknown,1,control,Reference,,12.0933327826621,0.94,Pass,0.0212016009526505,-1.63548628935437,0.906666666666667,Pass
S12-A01,sc_6,Unknown,1,control,Reference,,13.1048665612354,0.92,Pass,0.0212016009526505,-1.29978652418791,0.92,Pass
S12-A02,sc_6,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A03,sc_6,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A04,sc_6,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A05,sc_6,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A06,sc_6,Unknown,1,Pbx1,Test,control,16.5283233920685,0.84,Pass,0.0212016009526505,2.1236703066452,0.84,Pass
S12-A07,sc_6,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A08,sc_6,Unknown,1,Cited2,Test,control,16.806357750674,0.88,Pass,0.0212016009526505,2.40170466525074,0.88,Pass
S12-A09,sc_6,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A10,sc_6,Unknown,1,control,Reference,,16.7938183318417,0.88,Pass,0.0212016009526505,2.38916524641841,0.88,Pass
S12-A11,sc_6,Unknown,1,Rbl2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A12,sc_6,Unknown,1,Procr,Test,control,24.2856994394569,0.91,Pass,0.0212016009526505,9.88104635403364,0.91,Pass
S12-A13,sc_6,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A14,sc_6,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A15,sc_6,Unknown,1,Esam1,Test,control,18.1136945418947,0.85,Pass,0.0212016009526505,3.70904145647143,0.85,Pass
S12-A16,sc_6,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A17,sc_6,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A18,sc_6,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A19,sc_6,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A20,sc_6,Unknown,1,Ccnb2,Test,control,37.9349420183483,0.2,Fail,0.0212016009526505,23.5302889329251,0.2,Fail
S12-A21,sc_6,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A22,sc_6,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A23,sc_6,Unknown,1,p18,Test,control,38.2919447921654,0.16,Fail,0.0212016009526505,23.8872917067422,0.16,Fail
S12-A24,sc_6,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A25,sc_6,Unknown,1,Cd150,Test,control,14.7446222015209,0.98,Pass,0.0212016009526505,0.339969116097615,0.92,Pass
S12-A26,sc_6,Unknown,1,Ccnd1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A27,sc_6,Unknown,1,Gata1,Test,control,14.9560638125749,0.88,Pass,0.0212016009526505,0.551410727151616,0.88,Pass
S12-A28,sc_6,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A29,sc_6,Unknown,1,p19,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A30,sc_6,Unknown,1,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A31,sc_6,Unknown,1,Cd34,Test,control,17.5558907028,0.67,Pass,0.0212016009526505,3.15123761737673,0.67,Pass
S12-A32,sc_6,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A33,sc_6,Unknown,1,Gata2,Test,control,21.5191540085015,0.88,Pass,0.0212016009526505,7.11450092307827,0.88,Pass
S12-A34,sc_6,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A35,sc_6,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A36,sc_6,Unknown,1,Tal1,Test,control,18.9545965676327,0.88,Pass,0.0212016009526505,4.54994348220948,0.88,Pass
S12-A37,sc_6,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A38,sc_6,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A39,sc_6,Unknown,1,Gfi1,Test,control,16.5239742021778,0.9,Pass,0.0212016009526505,2.11932111675453,0.9,Pass
S12-A40,sc_6,Unknown,1,Mpl,Test,control,13.0801686183713,0.96,Pass,0.0212016009526505,-1.32448446705197,0.92,Pass
S12-A41,sc_6,Unknown,1,p27,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A42,sc_6,Unknown,1,Tie1,Test,control,16.5042856559107,0.85,Pass,0.0212016009526505,2.09963257048739,0.85,Pass
S12-A43,sc_6,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A44,sc_6,Unknown,1,Ccng1,Test,control,17.5746404617525,0.89,Pass,0.0212016009526505,3.16998737632921,0.89,Pass
S12-A45,sc_6,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A46,sc_6,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A47,sc_6,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S12-A48,sc_6,Unknown,1,control,Reference,,13.3152743631928,0.96,Pass,0.0212016009526505,-1.0893787222305,0.92,Pass
S38-A01,sc_32,Unknown,1,control,Reference,,13.0936842757695,0.91,Pass,0.0212016009526505,0.0377985440499664,0.91,Pass
S38-A02,sc_32,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S38-A03,sc_32,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S38-A04,sc_32,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S38-A05,sc_32,Unknown,1,Rbl1,Test,control,19.7465543415443,0.89,Pass,0.0212016009526505,6.69066860982482,0.89,Pass
S38-A06,sc_32,Unknown,1,Pbx1,Test,control,17.6503014387278,0.85,Pass,0.0212016009526505,4.59441570700826,0.85,Pass
S38-A07,sc_32,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S38-A08,sc_32,Unknown,1,Cited2,Test,control,15.2467270753416,0.89,Pass,0.0212016009526505,2.1908413436221,0.89,Pass
S38-A09,sc_32,Unknown,1,Epor,Test,control,20.7320729962808,0.94,Pass,0.0212016009526505,7.67618726456125,0.935,Pass
S38-A10,sc_32,Unknown,1,control,Reference,,999,0,Fail,0.0212016009526505,999,0,Fail
S38-A11,sc_32,Unknown,1,Rbl2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S38-A12,sc_32,Unknown,1,Procr,Test,control,24.4680003621443,0.91,Pass,0.0212016009526505,11.4121146304248,0.91,Pass
S38-A13,sc_32,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S38-A14,sc_32,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S38-A15,sc_32,Unknown,1,Esam1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S38-A16,sc_32,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S38-A17,sc_32,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S38-A18,sc_32,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
